,composition,temperature,VAM,CW,HIP,SPS,A,BCC,FCC,HCP,IM,CTE,compressive ductility,compressive yield stress,d parameter,density,hardness,tensile ductility,tensile yield stress,ultimate compressive strength,ultimate tensile strength,youngs modulus
803,Ta1Nb1Si0.5Mo1W1,0.22433333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,5491920000.0,,,,,
804,Ta1Nb1Si0.5Mo1W1,0.291,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,5295780000.0,,,,,
805,Ta1Nb1Si0.5Mo1W1,0.35766666666666663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,5398753500.0,,,,,
806,Ta1Nb1Si0.75Mo1W1,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,6.2,2483000000.0,,,6694258200.0,,,,,
807,Ta1Nb1Si0.75Mo1W1,0.15766666666666665,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,6276480000.0,,,,,
808,Ta1Nb1Si0.75Mo1W1,0.22433333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,5884200000.0,,,,,
809,Ta1Nb1Si0.75Mo1W1,0.291,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,6374550000.0,,,,,
810,Ta1Nb1Si0.75Mo1W1,0.35766666666666663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,5857721100.0,,,,,
811,Ta1Nb1Si0.75Mo1W1,0.491,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,22.7,960000000.0,,,,,,,,
812,Ta1Ti0.17V1Cr1W1,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,2.0,2034000000.0,,,7012005000.0,,,,,
813,Ta1Ti0.17V1Cr1W1,0.491,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,2.0,750000000.0,,,,,,,,
814,Ta1Ti0.25Nb1Mo1W1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.233,,,,,,,
815,Ta1Ti0.25Nb1Mo1W1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1109000000.0,,,4690688100.0,,,1197000000.0,,
816,Ta1Ti0.3V1Cr1W1,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,2.0,2050000000.0,,,7649460000.0,,,,,
817,Ta1Ti0.3V1Cr1W1,0.491,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,2.0,586000000.0,,,,,,,,
818,Ta1Ti0.5Nb1Mo1W1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.335,,,,,,,
819,Ta1Ti0.5Nb1Mo1W1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1211000000.0,,,4719128400.0,,,1578000000.0,,
820,Ta1Ti0.5Nb1V1Mo1,0.09938333333333332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,8.6,,,,,,,,,
821,Ta1Ti0.75Nb1Mo1W1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.424,,,,,,,
822,Ta1Ti0.75Nb1Mo1W1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1304000000.0,,,4860349200.0,,,1593000000.0,,
823,Ta1Ti1.5Nb1V1Mo1,0.09938333333333332,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,10.8,,,,,,,,,
824,Ta1Ti1Al0.2V1Mo1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1021000000.0,,,,,,1249000000.0,,
825,Ta1Ti1Al0.6V1Mo1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,962000000.0,,,,,,1033000000.0,,
826,Ta1Ti1Nb1Al0.25V1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1330000000.0,,,,,,,,
827,Ta1Ti1Nb1Al0.5V1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1014000000.0,,,,,,,,
828,Ta23Ti8Nb23(MoW)23,0.09938333333333332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,15.5,,,,,,,,,
829,Ta2Nb2MoW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.416,,,,,,,
830,Ta2ReMoW2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.851,,,,,,,
831,Ta3.49Ti72.68Nb23.83,0.5076666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,3344187000.0,,,,,
832,Ta3.49Ti72.68Nb23.83,0.5243333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,3275538000.0,,,,,
833,Ta3.51Ti70.89Nb23.9Fe1.7,0.5076666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,3314766000.0,,,,,
834,Ta3.51Ti70.89Nb23.9Fe1.7,0.5243333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,3334380000.0,,,,,
835,Ta3.52Ti69.1Nb23.96Fe3.42,0.5076666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,3334380000.0,,,,,
836,Ta3.52Ti69.1Nb23.96Fe3.42,0.5243333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,3334380000.0,,,,,
837,Ta3.53Ti67.3Nb24.03Fe5.14,0.5076666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,3383415000.0,,,,,
838,Ta3.53Ti67.3Nb24.03Fe5.14,0.5243333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,3246117000.0,,,,,
839,Ta3NbMoW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.425,,,,,,,
840,TaMo2RuW2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.301,,,,,,,
841,TaMoRuW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.525,,,,,,,
842,TaMoRuW3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.29,,,,,,,
843,TaNb2RuW2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.137,,,,,,,
844,TaNb3RuW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.233,,,,,,,
845,TaNbMoW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.041,,,,,,,
846,TaNbMoW,0.09866666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,996000000.0,,13.6,,,,,,
847,TaNbMoW,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,7.5,1217000000.0,,,4947631500.0,,,,,
848,TaNbMoW,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,1027000000.0,,,4972149000.0,,,1179500000.0,,
849,TaNbMoW,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,4853372500.0,,,,,
850,TaNbMoW,0.09938333333333332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,8.0,,,,,,,,,
851,TaNbMoW,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.1,,,,,,,,,
852,TaNbMoW,0.15766666666666665,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,4118940000.0,,,,,
853,TaNbMoW,0.22433333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,4167975000.0,,,,,
854,TaNbMoW,0.291,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,3334380000.0,,,,,
855,TaNbMoW,0.291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,40.0,561000000.0,,,,,,,,
856,TaNbMoW,0.35766666666666663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,3290248500.0,,,,,
857,TaNbMoW,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,40.0,552000000.0,,,,,,,,
858,TaNbMoW,0.42433333333333334,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,548000000.0,,13.6,,,,,,
859,TaNbMoW,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,40.0,548000000.0,,,,,,,,
860,TaNbMoW,0.491,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,506000000.0,,13.6,,,,,,
861,TaNbMoW,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,40.0,506000000.0,,,,,,,,
862,TaNbMoW,0.5576666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,40.0,421000000.0,,,,,,,,
863,TaNbMoW,0.6243333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,40.0,405000000.0,,,,,,,,
864,TaNbMoW3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.854,,,,,,,
865,TaNbVCrMoW,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,3388000000.0,,,9958027800.0,,,,,
866,TaNbVCrMoW,0.09938333333333332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,5.3,,,,,,,,,
867,TaNbVMo,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,21.0,1525000000.0,,,4942728000.0,,,2400000000.0,,
868,TaNbVMo,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,21.0,,,,,,,,,
869,TaNbVMoW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.1793333333333336,,,,,,,
870,TaNbVMoW,0.09866666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1246000000.0,,12.29,,,,,,
871,TaNbVMoW,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,2612000000.0,,,,,,3472000000.0,,
872,TaNbVMoW,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,1246000000.0,,,5256552000.0,,,1270000000.0,,
873,TaNbVMoW,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,5250000000.0,,,,,
874,TaNbVMoW,0.09938333333333332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,8.8,,,,,,,,,
875,TaNbVMoW,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.7,,,,,,,,,
876,TaNbVMoW,0.291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,13.0,862000000.0,,,,,,,,
877,TaNbVMoW,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,17.0,846000000.0,,,,,,,,
878,TaNbVMoW,0.42433333333333334,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,842000000.0,,12.29,,,,,,
879,TaNbVMoW,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,19.0,842000000.0,,,,,,,,
880,TaNbVMoW,0.47433333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,11400000000.0,,,,,
881,TaNbVMoW,0.491,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,735000000.0,,12.29,,,,,,
882,TaNbVMoW,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,7.5,735000000.0,,,,,,,,
883,TaNbVMoW,0.5076666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,10300000000.0,,,,,
884,TaNbVMoW,0.541,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,10200000000.0,,,,,
885,TaNbVMoW,0.5576666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,40.0,656000000.0,,,,,,,,
886,TaNbVMoW,0.591,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,8800000000.0,,,,,
887,TaNbVMoW,0.6243333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,40.0,477000000.0,,,,,,,,
888,TaNbVW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.527,,,,,,,
889,TaNbVW,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,12.0,1530000000.0,,,,,,1700000000.0,,
890,TaNbVW,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,12.0,,,,,,,,,
891,TaReMoW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.998,,,,,,,
892,TaReMoW3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.97,,,,,,,
893,TaTi13Nb42V12(Cr3Mo5)4,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,2680000000.0,,8.02,7266987000.0,,,,,
894,TaTi2NbVMo,0.09938333333333332,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,7.9,,,,,,,,,
895,TaTiAlVMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,735000000.0,,
896,TaTiCrMo,0.09766666666666667,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1795000000.0,,,,,,,,
897,TaTiCrMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,5285973000.0,,,,,
898,TaTiCrMo,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,5442885000.0,,,,,
899,TaTiCrMo,0.12433333333333332,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1506000000.0,,,,,,,,
900,TaTiCrMo,0.15766666666666665,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1266000000.0,,,,,,,,
901,TaTiCrMo,0.191,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1183000000.0,,,,,,,,
902,TaTiCrMo,0.22433333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1175000000.0,,,,,,,,
903,TaTiCrMo,0.291,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1162000000.0,,,,,,,,
904,TaTiCrMo,0.35766666666666663,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1162000000.0,,,,,,,,
905,TaTiCrMo,0.42433333333333334,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,1159000000.0,,,,,,,,
906,TaTiNb,0.09766666666666667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,573000000.0,,,,,,,,
907,TaTiNb,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,2412522000.0,18.5,620000000.0,,683000000.0,143000000000.0
908,TaTiNb,0.12433333333333332,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,486000000.0,,,,,,,,
909,TaTiNb,0.15766666666666665,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,378000000.0,,,,,,,,
910,TaTiNb,0.191,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,314000000.0,,,,,,,,
911,TaTiNb,0.22433333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,232000000.0,,,,,,,,
912,TaTiNb,0.291,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,222000000.0,,,,,,,,
913,TaTiNb,0.35766666666666663,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,210000000.0,,,,,,,,
914,TaTiNb,0.42433333333333334,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,160000000.0,,,,,,,,
915,TaTiNbAl,0.09766666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1152000000.0,,,,,,,,
916,TaTiNbAl,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,4491606000.0,,,,,
917,TaTiNbAl,0.12433333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,740000000.0,,,,,,,,
918,TaTiNbAl,0.15766666666666665,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,740000000.0,,,,,,,,
919,TaTiNbAlV,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,993000000.0,,,,,,,,
920,TaTiNbCr,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,4854465000.0,,,,,
921,TaTiNbMo,0.09766666666666667,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1210000000.0,,,,,,,,
922,TaTiNbMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,4270948500.0,,,,,
923,TaTiNbMo,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,4006159500.0,,,,,
924,TaTiNbMo,0.111,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1071000000.0,,,,,,,,
925,TaTiNbMo,0.12433333333333332,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1029000000.0,,,,,,,,
926,TaTiNbMo,0.15766666666666665,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,868000000.0,,,,,,,,
927,TaTiNbMo,0.191,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,732000000.0,,,,,,,,
928,TaTiNbMo,0.22433333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,685000000.0,,,,,,,,
929,TaTiNbMo,0.291,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,593000000.0,,,,,,,,
930,TaTiNbMo,0.35766666666666663,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,564000000.0,,,,,,,,
931,TaTiNbMo,0.42433333333333334,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,539000000.0,,,,,,,,
932,TaTiNbMoW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.498,,,,,,,
933,TaTiNbMoW,0.09866666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1343000000.0,,11.72,,,,,,
934,TaTiNbMoW,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1399000000.0,,,4691423625.0,,,1957500000.0,,
935,TaTiNbMoW,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,4717167000.0,,,,,
936,TaTiNbMoW,0.291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,689000000.0,,,,,,1681000000.0,,
937,TaTiNbMoW,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,674000000.0,,,,,,1618000000.0,,
938,TaTiNbMoW,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,620000000.0,,11.72,,,,1426000000.0,,
939,TaTiNbMoW,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,586000000.0,,11.72,,,,814000000.0,,
940,TaTiNbV,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,3.2960000000000003,,,,,,,
941,TaTiNbV,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,28.566666666666666,1263000000.0,,,4521353900.0,,,,,
942,TaTiNbV,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1028500000.0,,,,,,,,
943,TaTiNbV,0.591,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,4196415300.0,,,,,
944,TaTiNbV,0.6243333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,4357250100.0,,,,,
945,TaTiNbV,0.6576666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,5010396300.0,,,,,
946,TaTiNbVMo,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.809,,,,,,,
947,TaTiNbVMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1400000000.0,,,,,,2450000000.0,,
948,TaTiNbVMo,0.09938333333333332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,24.9,,,,,,,,,
949,TaTiNbVMo,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,30.0,,,,,,,,,
950,TaTiNbVMoW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.575,,,,,,,
951,TaTiNbVMoW,0.09866666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1515000000.0,,10.91,,,,,,
952,TaTiNbVMoW,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1515000000.0,,,,,,2135000000.0,,
953,TaTiNbVMoW,0.291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,973000000.0,,,,,,1590000000.0,,
954,TaTiNbVMoW,0.35766666666666663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,791300000.0,,,,,,1180000000.0,,
955,TaTiNbVMoW,0.42433333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,752900000.0,,10.91,,,,1105000000.0,,
956,TaTiNbVMoW,0.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,659000000.0,,10.91,,,,696000000.0,,
957,TaTiNbVW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.827,,,,,,,
958,TaTiNbVW,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,20.0,1420000000.0,,,,,,1800000000.0,,
959,TaTiNbVW,0.09938333333333332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,20.0,,,,,,,,,
960,TaTiNbW,0.09766666666666667,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1054000000.0,,,,,,,,
961,TaTiNbW,0.12433333333333332,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,968000000.0,,,,,,,,
962,TaTiNbW,0.15766666666666665,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,869000000.0,,,,,,,,
963,TaTiNbW,0.191,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,754000000.0,,,,,,,,
964,TaTiNbW,0.22433333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,627000000.0,,,,,,,,
965,TaTiNbW,0.291,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,596000000.0,,,,,,,,
966,TaTiNbW,0.35766666666666663,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,564000000.0,,,,,,,,
967,TaTiNbW,0.42433333333333334,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,459000000.0,,,,,,,,
968,TaTiVMo,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1221000000.0,,,,,,1454000000.0,,
969,TaVCrW,0.09933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,2.0,2327000000.0,,,7012005000.0,,,,,
970,TaVCrW,0.491,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,2.0,979000000.0,,,,,,,,
971,Ti(NbW)2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2.5,,,,,,,
972,Ti0.25Al1Cr1Fe1Ni1Mo0.5,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2161700000.0,,,6982584000.0,,,3641500000.0,,
973,Ti0.2Al0.5Cr1Fe1Co1Cu1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,2667504000.0,,,,,
974,Ti0.2Al1.8Cr1Fe1Co1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,10.02,1324000000.0,,,5938138500.0,,,,,
975,Ti0.2Al1Cr1.5Fe0.2Co0.6Si1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,7330732500.0,,,,,
976,Ti0.2Al1Cr1.5Fe0.2Co0.6Si1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,8767458000.0,,,,,
977,Ti0.2Al1Cr1Fe0.2Co0.6Si0.2Ni0.2,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,6443199000.0,,,,,
978,Ti0.2Al1Cr1Fe0.2Co0.6Si0.2Ni0.2,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,8296722000.0,,,,,
979,Ti0.2Al1Cr1Fe0.2Co0.6Si1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,6511848000.0,,,,,
980,Ti0.2Al1Cr1Fe0.2Co0.6Si1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,8424213000.0,,,,,
981,Ti0.2Cr1Fe1Co1Ni1,0.025666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,46.0,860000000.0,,1580000000.0,
982,Ti0.2Cr1Fe1Co1Ni1,0.09933333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,36.0,700000000.0,,1240000000.0,
983,Ti0.2Cr1Fe1Ni1,0.09933333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,5.8,2297940000.0,,,3552095400.0,,,,,
